,correlation0,contrast0,homogeneity0,energy0,label
0,0.989901792937493,17.864717948718,0.326678619513844,0.035241217863701,KelasB
1,0.987383621389431,20.4591981351981,0.323079905525581,0.03542031300178,KelasB
2,0.984160719256085,19.4122051282051,0.326723169664149,0.03747776297995,KelasB
3,0.987838206221082,21.0917296037296,0.31993846467417,0.034665625913048,KelasB
4,0.986925881265709,18.0216317016317,0.341969124596137,0.03763567151894,KelasB
5,0.989520695164817,18.565958041958,0.3302080205599,0.03469989479759,KelasB
6,0.987712432440295,19.5184242424242,0.336564634418203,0.036439025312605,KelasB
7,0.988759864869616,19.7542750582751,0.337476552905128,0.034957617861327,KelasB
8,0.985934024197489,18.1383403263403,0.343079022592195,0.037529886917188,KelasB
9,0.980035924519066,21.6161491841492,0.326743679661085,0.038890266290489,KelasB
10,0.987312928822893,18.0452773892774,0.323369399799095,0.034758116569046,KelasA
11,0.987056793993509,17.836979020979,0.323591226337568,0.035367861369874,KelasA
12,0.979903468281947,23.8264988344988,0.316120731773212,0.037560988380799,KelasA
13,0.98394715269496,17.7980046620047,0.352094628778923,0.038809625538142,KelasA
14,0.981977863025083,22.2843636363636,0.319720570299457,0.03714970945104,KelasA
15,0.983991751151645,17.2382470862471,0.345046103960565,0.0394934157332,KelasA
16,0.985185584085445,19.8204289044289,0.31898253492828,0.035835161070797,KelasA
17,0.986686873297415,17.7667878787879,0.330116538209317,0.035167780177187,KelasA
18,0.983122075242903,20.1739207459207,0.328402201986332,0.037298714938845,KelasA
19,0.98617449853928,18.4319347319347,0.327002953158559,0.035398757657994,KelasA
20,0.969855909121347,28.7686526806527,0.31484672992055,0.039870487622077,KelasSuper
21,0.970708453921564,28.927627039627,0.326554723099998,0.040622875132568,KelasSuper
22,0.971439186997284,28.0349277389277,0.316210907093032,0.040803617277408,KelasSuper
23,0.972361836670415,26.2313846153846,0.298815221048065,0.040495502480109,KelasSuper
24,0.969457919414932,30.4717389277389,0.295087337189005,0.03899126511233,KelasSuper
25,0.965463097448733,22.7251095571096,0.318050623013872,0.042146186302932,KelasSuper
26,0.9719596609912,30.5649603729604,0.310233563074392,0.03993282430963,KelasSuper
27,0.971143949469421,31.3787692307692,0.310843589506133,0.039089295842769,KelasSuper
28,0.97022470144463,21.5018368298368,0.315727946529542,0.041367565383921,KelasSuper
29,0.97280636181187,26.0443076923077,0.330176169901158,0.040827782579029,KelasSuper
